File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF348OWQ	bed narrowPeak	peaks	ENCSR000DRW	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1, 2							ENCFF115UBM, ENCFF878YGG, ENCFF892TNJ	2061321	ENCODE Processing Pipeline	af55683a1d8f016f86bedc4ebdb4cb8b		https://www.encodeproject.org/files/ENCFF348OWQ/@@download/ENCFF348OWQ.bed.gz	hg19				released	s3://encode-public/2016/11/13/5fd81434-046f-43b9-b34f-438fe6033fce/ENCFF348OWQ.bed.gz	low read length		control insufficient read depth, insufficient read depth	
ENCFF695NNX	bed narrowPeak	peaks	ENCSR000DRW	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				2							ENCFF115UBM, ENCFF892TNJ	1889455	ENCODE Processing Pipeline	e99e485d07b8460df3482299eb1f87d6		https://www.encodeproject.org/files/ENCFF695NNX/@@download/ENCFF695NNX.bed.gz	hg19				released	s3://encode-public/2016/11/13/d0c62ea2-0650-42a3-8c26-47b9bb2fd150/ENCFF695NNX.bed.gz	low read length		control insufficient read depth, insufficient read depth	
ENCFF943ZLA	bigBed narrowPeak	peaks	ENCSR000DRW	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1							ENCFF986RLS	4738854	ENCODE Processing Pipeline	807b0b1a92fb82c4556d7242c7cb0530		https://www.encodeproject.org/files/ENCFF943ZLA/@@download/ENCFF943ZLA.bigBed	hg19				released	s3://encode-public/2016/11/13/6ef7913b-edae-4468-991a-e579b7d39ad9/ENCFF943ZLA.bigBed	low read length		control insufficient read depth, insufficient read depth	
ENCFF838CME	bigBed narrowPeak	peaks	ENCSR000DRW	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1, 2							ENCFF348OWQ	4128600	ENCODE Processing Pipeline	6a14dc2a61a4e019d3c59f468158e393		https://www.encodeproject.org/files/ENCFF838CME/@@download/ENCFF838CME.bigBed	hg19				released	s3://encode-public/2016/11/13/0c46cbe9-63fb-4a62-9a32-cb64f1b0edf5/ENCFF838CME.bigBed	low read length		control insufficient read depth, insufficient read depth	
ENCFF817RNO	bed narrowPeak	peaks	ENCSR000DRW	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1							ENCFF094HMB, ENCFF651KLD	1944098	ENCODE Processing Pipeline	fded6d9b1a64d7b65c317d94812c19ae		https://www.encodeproject.org/files/ENCFF817RNO/@@download/ENCFF817RNO.bed.gz	GRCh38				released	s3://encode-public/2016/11/13/c9acc934-a612-4abf-94e9-002baaba6905/ENCFF817RNO.bed.gz	low read length		control insufficient read depth, insufficient read depth	
ENCFF793MAI	bed narrowPeak	peaks	ENCSR000DRW	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				2							ENCFF094HMB, ENCFF906JEC	1892991	ENCODE Processing Pipeline	45c49c6570e25b26a966437665ccc460		https://www.encodeproject.org/files/ENCFF793MAI/@@download/ENCFF793MAI.bed.gz	GRCh38				released	s3://encode-public/2016/11/13/eb36f88e-4d1e-41ed-905d-ab235a72a3f0/ENCFF793MAI.bed.gz	low read length		control insufficient read depth, insufficient read depth	
ENCFF398BOA	bigWig	signal p-value	ENCSR000DRW	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1							ENCFF878YGG, ENCFF892TNJ	266078881	ENCODE Processing Pipeline	1434903874622a8822fa7a9d84b1c14a		https://www.encodeproject.org/files/ENCFF398BOA/@@download/ENCFF398BOA.bigWig	hg19				released	s3://encode-public/2016/11/13/b985c528-2fc1-41cd-bafc-6e33fd028b91/ENCFF398BOA.bigWig	low read length		control insufficient read depth, insufficient read depth	
ENCFF459GMF	bed narrowPeak	peaks	ENCSR000DRW	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1, 2							ENCFF094HMB, ENCFF651KLD, ENCFF906JEC	1826760	ENCODE Processing Pipeline	db91d412f0d743a6dbc727373162df66		https://www.encodeproject.org/files/ENCFF459GMF/@@download/ENCFF459GMF.bed.gz	GRCh38				released	s3://encode-public/2016/11/13/d0db2ff5-fc87-448c-ab0b-b6b06f87c4ba/ENCFF459GMF.bed.gz	low read length		control insufficient read depth, insufficient read depth	
ENCFF104HJZ	bigBed narrowPeak	peaks	ENCSR000DRW	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1							ENCFF817RNO	4042521	ENCODE Processing Pipeline	6901851549face0cc4d660eef9814b9c		https://www.encodeproject.org/files/ENCFF104HJZ/@@download/ENCFF104HJZ.bigBed	GRCh38				released	s3://encode-public/2016/11/13/b88824ff-aea0-490f-8312-45c3574c256c/ENCFF104HJZ.bigBed	low read length		control insufficient read depth, insufficient read depth	
ENCFF368CPN	bigBed narrowPeak	peaks	ENCSR000DRW	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				2							ENCFF793MAI	3955554	ENCODE Processing Pipeline	f7740e5265271159a2d56c5f69f69d55		https://www.encodeproject.org/files/ENCFF368CPN/@@download/ENCFF368CPN.bigBed	GRCh38				released	s3://encode-public/2016/11/13/f1d32239-bde1-43ab-9b54-7352c74d9526/ENCFF368CPN.bigBed	low read length		control insufficient read depth, insufficient read depth	
ENCFF162QRG	bigWig	signal p-value	ENCSR000DRW	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				2							ENCFF115UBM, ENCFF892TNJ	275488490	ENCODE Processing Pipeline	ce65fbd04b8d15cbd2da58a36e828a44		https://www.encodeproject.org/files/ENCFF162QRG/@@download/ENCFF162QRG.bigWig	hg19				released	s3://encode-public/2016/11/13/12146f7b-692e-43af-8fce-40b32db8d20e/ENCFF162QRG.bigWig	low read length		control insufficient read depth, insufficient read depth	
ENCFF039BJP	bigWig	signal p-value	ENCSR000DRW	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1							ENCFF094HMB, ENCFF651KLD	273938860	ENCODE Processing Pipeline	fee0c4f4c3eadcbeb281e0e5b99a65b6		https://www.encodeproject.org/files/ENCFF039BJP/@@download/ENCFF039BJP.bigWig	GRCh38				released	s3://encode-public/2016/11/13/439a48ec-95c6-4364-ac5b-2de62f67500c/ENCFF039BJP.bigWig	low read length		control insufficient read depth, insufficient read depth	
ENCFF715UKE	bigBed narrowPeak	peaks	ENCSR000DRW	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1, 2							ENCFF459GMF	3661188	ENCODE Processing Pipeline	71464b850869a3ff9aba865ba09ee69e		https://www.encodeproject.org/files/ENCFF715UKE/@@download/ENCFF715UKE.bigBed	GRCh38				released	s3://encode-public/2016/11/13/db844b93-7f27-49e6-90ac-7f48e5e24942/ENCFF715UKE.bigBed	low read length		control insufficient read depth, insufficient read depth	
ENCFF157QTL	bigWig	signal p-value	ENCSR000DRW	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1, 2							ENCFF115UBM, ENCFF878YGG, ENCFF892TNJ	269237907	ENCODE Processing Pipeline	c956c3ad4ca7bfb7b6a90aa62fd36560		https://www.encodeproject.org/files/ENCFF157QTL/@@download/ENCFF157QTL.bigWig	hg19				released	s3://encode-public/2016/11/13/07edead0-0519-4acc-b67f-3abf19442956/ENCFF157QTL.bigWig	low read length		control insufficient read depth, insufficient read depth	
ENCFF091LGA	bigWig	fold change over control	ENCSR000DRW	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1							ENCFF878YGG, ENCFF892TNJ	198525531	ENCODE Processing Pipeline	56d169c422629804c3c2f287b8b6165b		https://www.encodeproject.org/files/ENCFF091LGA/@@download/ENCFF091LGA.bigWig	hg19				released	s3://encode-public/2016/11/13/c02d1200-4d04-4ad8-9c61-ff25f2d3dd27/ENCFF091LGA.bigWig	low read length		control insufficient read depth, insufficient read depth	
ENCFF638EJE	bigWig	fold change over control	ENCSR000DRW	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				2							ENCFF115UBM, ENCFF892TNJ	208336065	ENCODE Processing Pipeline	a93340ccf6506fe0b3c4af17def0deea		https://www.encodeproject.org/files/ENCFF638EJE/@@download/ENCFF638EJE.bigWig	hg19				released	s3://encode-public/2016/11/13/c5cd3f3a-adab-4310-86e2-fdd12ae0ea3a/ENCFF638EJE.bigWig	low read length		control insufficient read depth, insufficient read depth	
ENCFF992WLB	bigWig	signal p-value	ENCSR000DRW	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				2							ENCFF094HMB, ENCFF906JEC	275426269	ENCODE Processing Pipeline	fbe8237bffaf5773a9656b3d17062509		https://www.encodeproject.org/files/ENCFF992WLB/@@download/ENCFF992WLB.bigWig	GRCh38				released	s3://encode-public/2016/11/13/39065d34-0d2b-467d-aad6-11138c99a29e/ENCFF992WLB.bigWig	low read length		control insufficient read depth, insufficient read depth	
ENCFF397UEP	bigWig	signal p-value	ENCSR000DRW	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1, 2							ENCFF094HMB, ENCFF651KLD, ENCFF906JEC	274115490	ENCODE Processing Pipeline	7860d7e0d011b2690390163c9f07135f		https://www.encodeproject.org/files/ENCFF397UEP/@@download/ENCFF397UEP.bigWig	GRCh38				released	s3://encode-public/2016/11/13/84ee917b-7e36-4775-818c-669961e011ab/ENCFF397UEP.bigWig	low read length		control insufficient read depth, insufficient read depth	
ENCFF662QFK	bigWig	fold change over control	ENCSR000DRW	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1, 2							ENCFF115UBM, ENCFF878YGG, ENCFF892TNJ	361634644	ENCODE Processing Pipeline	cdc55eaf32d12db262458dddc55c9404		https://www.encodeproject.org/files/ENCFF662QFK/@@download/ENCFF662QFK.bigWig	hg19				released	s3://encode-public/2016/11/13/4bf61771-9d7f-42bf-8dea-d059d66605c2/ENCFF662QFK.bigWig	low read length		control insufficient read depth, insufficient read depth	
ENCFF425TVP	bigBed narrowPeak	replicated peaks	ENCSR000DRW	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1, 2							ENCFF479XLN	2777270	ENCODE Processing Pipeline	7da5ed5c0762f4f375c2cc0445af0384		https://www.encodeproject.org/files/ENCFF425TVP/@@download/ENCFF425TVP.bigBed	hg19				released	s3://encode-public/2016/11/13/fa9fa3f6-0c70-4089-b2ce-40fd93262402/ENCFF425TVP.bigBed	low read length		control insufficient read depth, insufficient read depth	
ENCFF479XLN	bed narrowPeak	replicated peaks	ENCSR000DRW	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1, 2							ENCFF348OWQ, ENCFF695NNX, ENCFF986RLS	1591968	ENCODE Processing Pipeline	ae4c1507f892d018e9ea347ca6fd358e		https://www.encodeproject.org/files/ENCFF479XLN/@@download/ENCFF479XLN.bed.gz	hg19				released	s3://encode-public/2016/11/13/8153ed10-bbe8-4c9a-ab4b-70b6122b37fc/ENCFF479XLN.bed.gz	low read length		control insufficient read depth, insufficient read depth	
ENCFF509DPC	bigWig	fold change over control	ENCSR000DRW	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1							ENCFF094HMB, ENCFF651KLD	202929252	ENCODE Processing Pipeline	79e20b21afb4c5f1f9ef6c202b0d17f4		https://www.encodeproject.org/files/ENCFF509DPC/@@download/ENCFF509DPC.bigWig	GRCh38				released	s3://encode-public/2016/11/13/3ff182b3-ec58-407b-96a8-eb6b7705c82e/ENCFF509DPC.bigWig	low read length		control insufficient read depth, insufficient read depth	
ENCFF526IFG	bigWig	fold change over control	ENCSR000DRW	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				2							ENCFF094HMB, ENCFF906JEC	208216165	ENCODE Processing Pipeline	b3eb83b49f8a1193ccb9dee922d48569		https://www.encodeproject.org/files/ENCFF526IFG/@@download/ENCFF526IFG.bigWig	GRCh38				released	s3://encode-public/2016/11/13/e5adc5fa-f874-4d22-8a1a-0b12d94be6db/ENCFF526IFG.bigWig	low read length		control insufficient read depth, insufficient read depth	
ENCFF171MDW	bigWig	fold change over control	ENCSR000DRW	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1, 2							ENCFF094HMB, ENCFF651KLD, ENCFF906JEC	371717260	ENCODE Processing Pipeline	06bc8f8c6f24266e3325ac12432088c7		https://www.encodeproject.org/files/ENCFF171MDW/@@download/ENCFF171MDW.bigWig	GRCh38				released	s3://encode-public/2016/11/13/c30fc09b-d491-40cc-a3b1-7417ae0609c0/ENCFF171MDW.bigWig	low read length		control insufficient read depth, insufficient read depth	
ENCFF268HMO	bed narrowPeak	replicated peaks	ENCSR000DRW	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1, 2							ENCFF459GMF, ENCFF793MAI, ENCFF817RNO	1485996	ENCODE Processing Pipeline	36868c82e77a598b6a3b9d8987e40e4a		https://www.encodeproject.org/files/ENCFF268HMO/@@download/ENCFF268HMO.bed.gz	GRCh38				released	s3://encode-public/2016/11/13/6e5f7d12-8689-4f9b-88ab-eb0ef86c443a/ENCFF268HMO.bed.gz	low read length		control insufficient read depth, insufficient read depth	
ENCFF144MAY	bigBed narrowPeak	replicated peaks	ENCSR000DRW	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K36me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1, 2							ENCFF268HMO	2555283	ENCODE Processing Pipeline	90d10e8638d1468b4fd2bf8916ee83a6		https://www.encodeproject.org/files/ENCFF144MAY/@@download/ENCFF144MAY.bigBed	GRCh38				released	s3://encode-public/2016/11/13/4fed32c5-348a-45e2-a0a6-b50614925562/ENCFF144MAY.bigBed	low read length		control insufficient read depth, insufficient read depth	
ENCFF000ASG	bam	alignments	ENCSR000AKC	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K27ac-human	DNA		see document	see document		False	2011-02-10	ENCODE				2							ENCFF000ASP	292659643	Bradley Bernstein, Broad	aeb9ded9b366bc49038af4d450581099		https://www.encodeproject.org/files/ENCFF000ASG/@@download/ENCFF000ASG.bam	hg19				archived	s3://encode-public/2010/11/16/72bbb2e3-7702-460a-8f74-980edf1ebfb2/ENCFF000ASG.bam	control low read depth		control insufficient read depth, insufficient read depth	
ENCFF000ASH	bigBed broadPeak	peaks	ENCSR000AKC	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K27ac-human	DNA		see document	see document		False	2011-02-10	ENCODE											ENCFF001SUG	1571261	Bradley Bernstein, Broad	b0dc5754aad0f577323a5b0d79b8af40		https://www.encodeproject.org/files/ENCFF000ASH/@@download/ENCFF000ASH.bigBed	hg19				archived	s3://encode-public/2010/11/16/79e41f54-8377-43ea-ae7d-095723c4d519/ENCFF000ASH.broadPeak.bigbed	control low read depth		control insufficient read depth, insufficient read depth	
ENCFF000ASI	bam	alignments	ENCSR000AKC	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K27ac-human	DNA		see document	see document		False	2011-02-10	ENCODE				1							ENCFF000ASU	558819243	Bradley Bernstein, Broad	89ce74342e28239b732aa7639044509b		https://www.encodeproject.org/files/ENCFF000ASI/@@download/ENCFF000ASI.bam	hg19				archived	s3://encode-public/2010/11/16/12e2b1da-a26e-45a8-b0d9-d3c9a9cc2af3/ENCFF000ASI.bam	control low read depth		control insufficient read depth, insufficient read depth	
ENCFF000ASJ	bigWig	signal	ENCSR000AKC	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K27ac-human	DNA		see document	see document		False	2011-02-10	ENCODE												261928082	Bradley Bernstein, Broad	4fc2dec4b72bc85f6087be52267beec2		https://www.encodeproject.org/files/ENCFF000ASJ/@@download/ENCFF000ASJ.bigWig	hg19				archived	s3://encode-public/2010/11/16/fcd77229-fd5d-4698-8e16-cfd7e000d532/ENCFF000ASJ.bigWig	control low read depth	missing derived_from	control insufficient read depth, insufficient read depth	
ENCFF000ASP	fastq	reads	ENCSR000AKC	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K27ac-human	DNA		see document	see document		False	2011-02-10	ENCODE				2	1	51		single-ended				464509823	Bradley Bernstein, Broad	4eee99ddced4d5e551ed8f8233a41d1f		https://www.encodeproject.org/files/ENCFF000ASP/@@download/ENCFF000ASP.fastq.gz			Illumina Genome Analyzer IIe	/files/ENCFF000ARO/	released	s3://encode-public/2010/11/16/6f48f2c8-6d00-44b6-8e9b-53df69929aab/ENCFF000ASP.fastq.gz	control low read depth		control insufficient read depth, insufficient read depth	
ENCFF000ASU	fastq	reads	ENCSR000AKC	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K27ac-human	DNA		see document	see document		False	2011-02-10	ENCODE				1	1	51		single-ended				1371825809	Bradley Bernstein, Broad	7e38053516168dbfb19459a18ab8ed49		https://www.encodeproject.org/files/ENCFF000ASU/@@download/ENCFF000ASU.fastq.gz			Illumina Genome Analyzer IIe	/files/ENCFF000ARK/	released	s3://encode-public/2010/11/16/8908aeb6-bf84-40df-ad62-0a8b37b27367/ENCFF000ASU.fastq.gz	control low read depth		control insufficient read depth, insufficient read depth	
ENCFF001SUG	bed broadPeak	peaks	ENCSR000AKC	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K27ac-human	DNA		see document	see document		False	2011-02-10	ENCODE												929569	Bradley Bernstein, Broad	109d26a520f4f64fb46bf21fa50d6cd9		https://www.encodeproject.org/files/ENCFF001SUG/@@download/ENCFF001SUG.bed.gz	hg19				archived	s3://encode-public/2010/11/16/ffa25315-f245-46ea-99ad-6af0ec342d94/ENCFF001SUG.broadPeak.gz	control low read depth	missing derived_from	control insufficient read depth, insufficient read depth	
ENCFF660QDF	bed narrowPeak	peaks	ENCSR000AKC	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K27ac-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF000AQZ, ENCFF000ARA, ENCFF000ASG, ENCFF000ASI	1058081	Anshul Kundaje, Stanford	4d1a273bf9f6ac22c5ca2ac0638d6fb4		https://www.encodeproject.org/files/ENCFF660QDF/@@download/ENCFF660QDF.bed.gz	hg19				archived	s3://encode-public/2016/07/30/2d77496f-8690-4def-b4d8-8e816b1e83b2/ENCFF660QDF.bed.gz	control low read depth		control insufficient read depth, insufficient read depth	
ENCFF620IUQ	bam	unfiltered alignments	ENCSR000AKC	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K27ac-human	DNA		see document	see document		False	2011-02-10	ENCODE				1			51				ENCFF000ASU, ENCFF643CGH	1522047003	ENCODE Processing Pipeline	bd3f3db6d3062037dc8a0befcd5d7aaf		https://www.encodeproject.org/files/ENCFF620IUQ/@@download/ENCFF620IUQ.bam	GRCh38				released	s3://encode-public/2016/08/09/8b7015d4-93fa-4224-8970-825b524417ab/ENCFF620IUQ.bam	control low read depth		control insufficient read depth, insufficient read depth	
ENCFF948GTC	bam	alignments	ENCSR000AKC	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K27ac-human	DNA		see document	see document		False	2011-02-10	ENCODE				2			51				ENCFF000ASP, ENCFF643CGH	301327079	ENCODE Processing Pipeline	7c682741667cff3052480e0ec1cb801a		https://www.encodeproject.org/files/ENCFF948GTC/@@download/ENCFF948GTC.bam	GRCh38				released	s3://encode-public/2016/08/09/d4cbcb95-2cd5-4ea5-bed1-c10c1e686554/ENCFF948GTC.bam	control low read depth		control insufficient read depth, insufficient read depth	
